Datetime,Tweet Id,Text,Username
2020-09-13 16:28:05+00:00,1305181466762948608,$ADS's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram crosses below signal line. View odds for this and other indicators: https://t.co/cnZZodDriU #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/ngr8sTwtDN,Tickeron
2020-09-13 15:48:31+00:00,1305171510387183616,"$YUM! $ADS $ARE $OUT $A $DVD
$EEP! $I $ATE $ALL $MEN $AGO
$I $DO $FIT",stockbard
2020-09-13 14:47:59+00:00,1305156275777527808,Point72 Hong Kong Ltd Makes New Investment in Alliance Data Systems Co. $ADS  https://t.co/jmKz8oeFGt #investingnews,intercooleronli
2020-09-13 10:48:44+00:00,1305096064974938112,"$HE $EARN $FOR $ADS
$I $CRY $MS $KIM
$DANG!",stockbard
2020-09-13 09:48:12+00:00,1305080831128539138,"$ATE $MR $RAD $TEN $KEYS $AGO
$IM $MS $BID
$DANG! $IM $TEN $ADS",stockbard
2020-09-13 08:48:47+00:00,1305065878480990210,"$OUT $ADS
$EAT $OUT $HUBS
$DANG!",stockbard
2020-09-13 08:18:54+00:00,1305058361017356289,"$EEP! $IM $TOO $AFT
$IM $MS $TV
$STAY $OUT $ADS",stockbard
2020-09-13 07:42:45+00:00,1305049260698853376,Alliance Data Systems Co. $ADS Given Average Recommendation of “Hold” by Brokerages https://t.co/XfjcO2Ed47 #markets,CFinancialNews
2020-09-13 07:42:44+00:00,1305049258450661376,Alliance Data Systems Co. $ADS Given Average Recommendation of “Hold” by Brokerages https://t.co/lX9SPuzuCm #stocks,AmericanBanking
2020-09-13 07:42:04+00:00,1305049092133924869,Alliance Data Systems Co. $ADS Given Average Recommendation of “Hold” by Brokerages https://t.co/6P6L9gqn9k,MarketBeatCom
2020-09-13 07:20:49+00:00,1305043743205187591,"$HUM $ALL $KEYS $FOR $ADS
$YUM! $I $AM $MS $MAIN
$HI! $I $CRY $TEN $MEN",stockbard
2020-09-13 06:54:51+00:00,1305037206126559232,Head to Head Contrast: Alliance Data Systems $ADS versus Farfetch $FTCH https://t.co/rKhzEkapOV,TheMarketsDaily
2020-09-13 04:19:19+00:00,1304998066857168898,"$HI! $IT $STAY $MR $RATE
$IM $AT $HUBS
$BWA! $IM $FOR $ADS",stockbard
2020-09-12 22:48:58+00:00,1304914929892425728,"$SEE $FOR $ADS
$TWO $KEYS
$PAY $MY $RACE",stockbard
2020-09-12 19:19:52+00:00,1304862308343205897,$ADS high OI range is 90.00 to 110.00 for option expiration 09/18/2020 PutCallRatio=1.07 #maxpain #options https://t.co/3w9W2kqJFi https://t.co/FkEW1gYVcE,optioncharts
2020-09-12 16:05:02+00:00,1304813276715458560,Recent $ADS technical alerts: 50 DMA Support plus 9 more alerts... https://t.co/l1p2Yf1y6p,SwingTradeBot
2020-09-12 14:47:03+00:00,1304793651692802049,$ADS's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram crosses below signal line. View odds for this and other indicators: https://t.co/bDlJfRgGMJ #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/pTHrpr89Ay,Tickeron
2020-09-12 13:19:07+00:00,1304771522926706688,"$YELP $MY $HIVE
$BIT $MS $BOX
$OUT $ADS",stockbard
2020-09-12 12:50:03+00:00,1304764207682920450,Directional Bias for Alliance Data Systems $ADS Trading Report https://t.co/N2lABLLAak Click for Details https://t.co/VBfNwV7ZJc,marketcycles
2020-09-12 12:45:48+00:00,1304763140924747776,Alliance Data Systems $ADS Trading Report https://t.co/vsCf8bDmc6 Click for Buy/Sell,marketcycles
2020-09-12 08:18:28+00:00,1304695863579738112,"$ADS $ARE $A $GLOP
$EAT $MR $RICE
$SEAS $ARE $MS $PAR",stockbard
2020-09-12 06:17:54+00:00,1304665521011515392,"$MET $MR $AFT
$TEN $ADS
$PAY $MR $SAM $OUT $A $TV",stockbard
2020-09-12 06:02:36+00:00,1304661670669758465,"#VLCC rates are going up a lot as expected. With successful vaccine development, will tanker shares be the winners? 

New report out:

https://t.co/cnikaUQuf2

#oott #FinansTwitter #imo2030 $dht $fro $eurn $nat $oet $hunt $ads $tnk $insw $tnp",BullOnTank1
2020-09-12 05:48:22+00:00,1304658090030178305,"$I $AM $MR $SAM $OUT $ADS
$DANG! $I $TAP $FOR $A $GLOB
$BWA!",stockbard
2020-09-12 04:18:40+00:00,1304635513840771073,"$TAP $TOO $RAD
$TEN $CUBS $AGO
$AT $ADS",stockbard
2020-09-12 03:18:14+00:00,1304620307387502593,"$IM $A $STAG $AT $A $SAP
$HI! $I $PAY $MS $DVD
$ATE $AT $ADS",stockbard
2020-09-12 02:18:20+00:00,1304605234451419136,"$ONE $WAGE
$BWA! $MEN $ARE $ALL $HUBS
$I $AM $MR $MA $ALL $ADS $AGO",stockbard
2020-09-12 01:48:29+00:00,1304597718707339265,"$BORN $ALL $ADS
$MET $ONE $AT $HUBS
$EAT $ONE $USA $OUT $A $POT",stockbard
2020-09-11 16:16:58+00:00,1304453892558684164,50 DMA Support today: $BDR $HT $VFH $SONA $CINF $ADS ... https://t.co/aW7zteKP9U,SwingTradeBot
2020-09-11 15:05:11+00:00,1304435830241386497,"$ADS in -3.09% Downtrend, sliding for three consecutive days on September 10, 2020. View odds for this and other indicators: https://t.co/hF8yGSBlse #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/BV7MAzAoLh",Tickeron
2020-09-11 13:46:51+00:00,1304416116178067456,$ADS Delta expiration 09/11/2020 #maxpain #options https://t.co/ImBRGnO0Nh https://t.co/L6nbVccwf2,optioncharts
2020-09-11 13:06:51+00:00,1304406049278099456,@DeItaOne Does this replace $ADS agreement? Have to assume it does.,MackinacCap
2020-09-11 12:13:17+00:00,1304392569204494339,@eddiemac3356 Ubben did a fantastic job of nailing the coffin on $ADS.,Seawolfcap
2020-09-11 11:18:03+00:00,1304378670090539011,"$BWA! $HE $EARN $OUT $A $COP
$FOR $DATA
$I $CRY $ALL $ADS $AGO",stockbard
2020-09-11 10:18:56+00:00,1304363790092431360,"$MS $KING
$MET $MS $ERA
$ADS $ARE $AFT",stockbard
2020-09-11 09:48:10+00:00,1304356050133549057,"$EEP!
$DANG! $I $AM $AT $A $STAR
$BAM! $ADS $ARE $MR $HOT",stockbard
2020-09-11 08:18:21+00:00,1304333445359980544,"$BORN $MR $FIT $FOR $ADS
$HE $FLY $AT $A $BIN
$MY $COP",stockbard
2020-09-11 08:02:55+00:00,1304329561337933826,"$EWG 
MSCI Germany ETF

Their are high chances in next few months we can expect stocks in Germany to deliver some excellent returns.
EWG holding some great names here - Bullish Momentum exists.

$SAP 
$SIE
$ALV
$BAYN
$DTE
$ADS
$BAS
$DAI
$DPW
$MUV2
$VNA
$IFX
$DB1
$VOW3
$EOAN https://t.co/qnxKGQVH8a",MarketsFloor
2020-09-11 06:11:12+00:00,1304301447698411523,Reviewing Farfetch $FTCH &amp; Alliance Data Systems $ADS https://t.co/nMShYyxDTP,MarketBeatCom
2020-09-11 04:18:33+00:00,1304273100247359490,"$MMM!
$CRY $MY $EXAM
$BIT $OUT $ADS",stockbard
2020-09-11 01:18:17+00:00,1304227731853504512,"$DANG!
$ADS $ARE $TOO $EMO
$I $EAT $HD",stockbard
2020-09-10 23:18:14+00:00,1304197521590415360,"$HE $DO $MR $JOY $FOR $A $GLOP
$EARN $FOR $ADS
$CUBS $ARE $EMO",stockbard
2020-09-10 22:48:51+00:00,1304190125182791680,"$CRY $SAM $OUT $MEN
$ADS $ARE $EMO
$MS $SAM",stockbard
2020-09-10 22:09:18+00:00,1304180173282123777,Scrapping this week.. $dht $oet $fro $ads #tankers A aframax in there actually... https://t.co/V6Msvnt9m3,RoyPero9
2020-09-10 20:51:26+00:00,1304160579339333638,"If you invest $1000 in $THRM today at $43.08 per share, and the stock prices rebound back to pre-pandemic prices at $47.52, your investment would be worth $1103.06! That's 10% growth and $103.06 profit!
 
 See more: https://t.co/2pV8Epn69z
  $TRUP $WFC.Q $PXS $ADS $CELC",ronarebound
2020-09-10 18:22:17+00:00,1304123043116130305,Digerati Engages Maxim Group LLC to Assist with its Growth Strategy and Goal to Up-List to a National Exchange - https://t.co/gLRtVmNPgt $BYOC $VGID $ADS $HPR $ABEO $GLUU $VTGN $EXAS $NM $STL $TD $CLVS $ESNT $DTGI,DIGERATI_IR
2020-09-10 17:48:50+00:00,1304114623881371648,"$IT $FLOW $ONE $PAR
$STAY $LEE
$YUM! $ADS $ARE $MS $ERA",stockbard
2020-09-10 17:39:32+00:00,1304112285397336064,"$ADS #ADIDASNA - 1H: Tous les éléments étant clairement haussiers, il serait possible pour les traders de ne traiter que les positions longues (à l'achat) sur ADIDAS AG NA O.N. tant que le cours reste bien situé au-dessus de 268.4 EUR. L'objectif… https://t.co/0jqMcSetzR",CentralCharts
2020-09-10 17:39:32+00:00,1304112284155826177,"$ADS #ADIDASNA - Journalier: Tous les éléments étant clairement haussiers, il serait possible pour les traders de ne traiter que les positions longues (à l'achat) sur ADIDAS AG NA O.N. tant que le cours reste bien situé au-dessus de 264.8 EUR. L'objectif… https://t.co/P62FNmH3fi",CentralCharts
2020-09-10 17:36:06+00:00,1304111421052129280,"$ADS #ADIDASNA - 1H: Tous les éléments étant clairement haussiers, il serait possible pour les traders de ne traiter que les positions longues (à l'achat) sur ADIDAS... https://t.co/GyOHUZn1Yj",Lutessia_IA
2020-09-10 17:32:48+00:00,1304110591922106370,"$ADS #ADIDASNA - Journalier: Tous les éléments étant clairement haussiers, il serait possible pour les traders de ne traiter que les positions longues (à l'achat) sur ADIDAS... https://t.co/WYOXgmLAxQ",Lutessia_IA
2020-09-10 17:24:30+00:00,1304108501518544896,$ADS in Downtrend: Stochastic indicator recovers from overbought zone. View odds for this and other indicators: https://t.co/VWXx29nIYb #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/FRtZI2qENU,Tickeron
2020-09-10 15:20:43+00:00,1304077350716334080,$ADS price movement -2.19 % https://t.co/g2osJaiKPx,mhedberg718
2020-09-10 13:54:35+00:00,1304055672657633281,Rating Update for Adidas AG $ADS https://t.co/y0ICvV2WRP,SADIFAnalytics
2020-09-10 13:37:26+00:00,1304051356697853952,50 DMA Support today: $DHR $FNV $ACM $ADS ... https://t.co/aW7zteKP9U,SwingTradeBot
2020-09-10 13:23:20+00:00,1304047807834267648,"$ADS (XETRA)
Some VCP caracteristics https://t.co/LYtiKSrIsY",Raylstation
2020-09-10 12:08:31+00:00,1304028981205831680,#Germany Stocks Deutschland Aktien: Auto parts $CON +2.5% Building material $HEI +1.8%. Sportswear $ADS +1.1%. Chemical/Consumer Goods #Henkel +1.8%. Insurance #MunichRe -1.2%. Financial svc $GLJ -2.1%. Digital #Scout24 -1.8%. Bank $CBK +1%. Chemical $BNN -1.4%. $GMM -1.6%.,ZoomStocks
2020-09-10 08:18:40+00:00,1303971138888970240,"$IM $MS $AFT $AT $ADS
$YUM! $I $AM $MY $DECK
$I $STAY $MR $MAIN",stockbard
2020-09-10 06:18:29+00:00,1303940893448302592,"$I $MET $MY $EXAM
$AT $ADS
$BWA!",stockbard
2020-09-10 04:47:51+00:00,1303918082117697537,$ADS This one is getting bipolar : ) -2.99 % change recently https://t.co/EAzUxNkutV,rmacmillan310
2020-09-10 04:37:48+00:00,1303915554420400130,$ADS might be worth taking a position when this bottoms  -2.19 % change recently https://t.co/g2osJaiKPx,mhedberg718
2020-09-10 04:18:10+00:00,1303910614100779013,"$YELP $MR $AFT $AT $ADS
$FOR $A $STAG
$STAY $OUT $A $PEN",stockbard
2020-09-10 01:18:54+00:00,1303865499797852161,"$IT $STAY $TEN $HUBS
$OUT $ADS
$CRY $TOO $FUN",stockbard
2020-09-10 00:31:07+00:00,1303853475625725952,"[2009.03929] Soumangsu Chakraborty, Amit Giveon, David Kutasov: Strings in Irrelevant Deformations of $AdS_3/CFT_2$ https://t.co/F7rfPseLeK https://t.co/8a0AjTZBE1",_arXiv_hep_th
2020-09-10 00:31:05+00:00,1303853465869844486,"[2009.04397] Laura Rado, Victor O. Rivelles, Renato Sánchez: String Backgrounds of the Yang-Baxter Deformed $AdS_4\times\mathbb{CP}^3$ Superstring https://t.co/sBE8ZhMNf4 https://t.co/Hif8a1ursz",_arXiv_hep_th
2020-09-09 22:18:22+00:00,1303820066618830859,"$I $AM $OUT $A $LAD
$PAY $MR $ARC $AT $ADS
$DANG! $HE $HUM $OUT $HUBS",stockbard
2020-09-09 21:48:10+00:00,1303812465222877192,"$ONE $ACRE
$BAM!
$IM $ONE $ALL $ADS $AGO",stockbard
2020-09-09 20:51:07+00:00,1303798109323948032,"Wednesday's Top Flow in #technology sector, Buy Flow &amp; Sell Flow $AAPL $MSFT $VZ $INTC $V $FB $GOOGL $QCOM $TXN $NVDA $CRM $FISV $ADI $CTL $T $GLW $AKAM $STX $APH $ADS #stock #stocks #StockMarket #Investment #investing https://t.co/5JE2nlrW3B https://t.co/oumQg1Fl2w",MinteractApp
2020-09-09 18:53:03+00:00,1303768396375392257,20 DMA Support today: $ADS ... https://t.co/deOpbNqdR6,SwingTradeBot
2020-09-09 17:17:06+00:00,1303744251872915458,Nueva posición alcista en valor del EuroStoxx50: $ADS https://t.co/17AOfP2bUc https://t.co/wiP65Chahu,ATFinanzascom
2020-09-09 17:09:36+00:00,1303742364322848774,Nueva posición alcista en valor del DAX30: $ADS https://t.co/17AOfP2bUc https://t.co/QMTao7VF1c,ATFinanzascom
2020-09-09 16:48:21+00:00,1303737017273143296,"$YUM! $ADS $ARE $MR $LEAF
$IT $SWAY $BIG
$HI!",stockbard
2020-09-09 15:40:30+00:00,1303719941577736206,adidas given &amp;euro;215.00 PT by Warburg Research. sell rating. https://t.co/5KwaUqHzmy $ADS #ADS via @RatingsNetwork,Mafia_Medium
2020-09-09 14:47:41+00:00,1303706648599506946,50 DMA Support today: $DHF $DHCNI $LGIH $DVD $TFC $WU $GSBD $EBIZ $SUSB $FLNG $PCOM $SCHA $GIGM $GRNV $ADS $SNP $LNDC $QQEW $DWFI $ISTB ... https://t.co/aW7zteKP9U,SwingTradeBot
2020-09-09 13:18:12+00:00,1303684128034959361,"$IT $HUM $HOT
$IM $ALL $KEYS
$IM $ONE $OUT $ADS",stockbard
2020-09-09 12:48:24+00:00,1303676630297083907,"$HE $CRY $MY $FOE $OUT $ADS
$HUM $TEN $ADS $AGO
$EEP! $IM $MY $OAK",stockbard
2020-09-09 11:48:24+00:00,1303661531985571840,"$ADS $ARE $A $RATE
$IT $HUM $MR $GLOB $TOO $HOT
$MET $MR $ESE",stockbard
2020-09-09 10:48:09+00:00,1303646367387189249,"$HUBS $ARE $MS $RAD
$BWA! $CUBS $ARE $OUT $ADS
$MMM! $IM $FOR $MEN",stockbard
2020-09-09 10:34:51+00:00,1303643022589153280,"$ADS selger idag en av sine VLCCer til 25,5 mill dollar. Skipet er bokført til 24,5 mill dollar så liten regnskapsført gevinst, men selskapet handles til omtrent 0,6 av bokførte verdier. https://t.co/3B3l10CJQb",ThorThorsen5
2020-09-09 08:46:52+00:00,1303615846770552832,$ADS in Downtrend: Stochastic indicator recovers from overbought zone. View odds for this and other indicators: https://t.co/q0vLXq59jh #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/S75tdPxrk9,Tickeron
2020-09-09 08:18:07+00:00,1303608609943760896,"$TEN $ADS
$FLOW $FOR $HUBS
$I $FLY $OUT $A $LAD",stockbard
2020-09-09 08:00:01+00:00,1303604056699670529,Short sale volume(not short interest) for $FIS on 2020-09-08 is 46%. https://t.co/h5pVF5eqFj $ADS 49% $GPN 49% $ACIW 75%,shortvolumes
2020-09-09 07:48:17+00:00,1303601102923980800,"$HI! $IM $ONE $EXAM
$ADS $ARE $AT $A $PAR
$BWA!",stockbard
2020-09-09 07:17:35+00:00,1303593375862607873,"If you invest $1000 in $ASPS today at $12.05 per share, and the stock prices rebound back to pre-pandemic prices at $19.70, your investment would be worth $1634.85! That's 63% growth and $634.85 profit!
 
 See more: https://t.co/2pV8Epn69z
  $FET $ITRI $ADS $CHI $CID",ronarebound
2020-09-08 22:18:42+00:00,1303457762794524676,"$IM $ALL $ADS $AGO
$AT $DATA
$IM $ONE $FOR $MEN",stockbard
2020-09-08 17:48:13+00:00,1303389692222681088,"$EARN $MR $LEE
$IM $MAIN
$ACE $AT $ADS",stockbard
2020-09-08 15:58:22+00:00,1303362049469222913,20 DMA Support today: $ADS $BRZU $SSRM $GRIF $GSIT $OCCI $FLTR $SPPP ... https://t.co/deOpbNqdR6,SwingTradeBot
2020-09-08 14:39:15+00:00,1303342136985706501,"$ADS enters an Uptrend as Momentum Indicator exceeded the 0 level on September 2, 2020. View odds for this and other indicators: https://t.co/GAit9MhjZZ #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/DM3iy52VjV",Tickeron
2020-09-08 14:00:23+00:00,1303332358502916098,"Investing in Black Box Business Models

Financial Companies
Conduit Facilities, VIEs, Securititatzation
Off-Balance Sheet Items
Net Income to Operating Cash Flow

Stocks talked about: $ADS, $AMRK, $PCOM, $CURN, $GE

YouTube: https://t.co/xmXBdsFLQU

Audio: https://t.co/WGXYRd2IUK https://t.co/RtFrmg6yDG",FocusedCompound
2020-09-08 09:21:19+00:00,1303262128640593920,"Advisors Asset Management Inc. Purchases 4,747 Shares of Alliance Data Systems Co. $ADS  https://t.co/UATzhKq17q #investingnews",intercooleronli
2020-09-08 07:45:42+00:00,1303238064387416064,$ADS what a Company  6.18 % change recently https://t.co/g2osJaiKPx,mhedberg718
2020-09-08 06:17:59+00:00,1303215988947779584,"$ADS $ARE $AT $ADS
$AT $MEN
$ACE $OUT $A $TV",stockbard
2020-09-08 05:48:02+00:00,1303208451787698177,"$IT $BIT $ONE
$TOO $BIG
$OUT $ADS",stockbard
2020-09-08 04:48:18+00:00,1303193420165505025,"$ADS $ARE $MS $AXE $OUT $SEAS
$HI! $IT $SWAY $MY $PEN
$YUM!",stockbard
2020-09-08 02:48:09+00:00,1303163185197965313,"$AT $A $CUB
$HE $FLOW $MS $FIG $AT $A $CAB
$IM $ONE $OUT $ADS",stockbard
2020-09-08 01:45:52+00:00,1303147510475763714,"If you invest $1000 in $HNI today at $31.37 per share, and the stock prices rebound back to pre-pandemic prices at $37.95, your investment would be worth $1209.75! That's 21% growth and $209.75 profit!
 
 See more: https://t.co/2pV8Epn69z
  $CMU $HP $ADS $PAG $GWGH https://t.co/BoRzCEbFhM",ronarebound
2020-09-07 23:13:42+00:00,1303109217541173249,$ADS is winning today. : ) 6.18 % change recently https://t.co/g2osJaiKPx,mhedberg718
2020-09-07 19:48:40+00:00,1303057618852810756,"$ADS $ARE $MR $DAN
$OUT $KEYS
$EFF $TEN $MEN $AGO",stockbard
2020-09-07 17:17:56+00:00,1303019683734577152,"$KEYS $ARE $MR $DAN $FOR $HUBS
$HE $HUM $EXAM $OUT $ADS
$MS $STAR",stockbard
2020-09-07 15:48:08+00:00,1302997086703628290,"$DANG! $I $AM $TEN $ADS
$DAN
$IT $ATE $MR $ARC $AT $A $STAG",stockbard
2020-09-07 15:35:20+00:00,1302993865603862529,"$ADS enters an Uptrend as Momentum Indicator exceeded the 0 level on September 2, 2020. View odds for this and other indicators: https://t.co/xVfg3MyLyr #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/QuB2DxItuc",Tickeron
2020-09-07 15:00:04+00:00,1302984990905561089,"Alliance Data Systems, $ADS, is up 6.2% - https://t.co/NOtpEmCpEU",InvestingStockz
2020-09-07 14:49:01+00:00,1302982208765001730,"2020-09-04 MACD(12, 26, 9) Bull Crossover Stocks: $ADS, $AFL, $CE, $ED, $FHN, $HBAN, $RF, $UNM  https://t.co/QaLBbCnFCr",stoxline
2020-09-07 13:48:13+00:00,1302966909164556291,"$MMM!
$BAM! $HE $BIT $AT $CUBS
$ATE $FOR $ADS",stockbard
2020-09-07 13:18:25+00:00,1302959408738185216,"$MR $LOW
$ADS $ARE $MAIN
$BWA! $CUBS $ARE $AL",stockbard
2020-09-07 12:47:59+00:00,1302951751574790144,"$HUBS $ARE $TWO $ADS $AGO
$MY $COG
$MR $ALLY",stockbard
2020-09-07 10:48:09+00:00,1302921592012517383,"$BWA! $IT $ATE $FOR $ADS
$EEP!
$IM $MR $EMO $FOR $MEN",stockbard
2020-09-06 22:02:49+00:00,1302728991934210053,"Achieved TCE comparisons between VLCC operators for the past 4 quarters.

$ADS a chronic under performer. $EURN consistently outperforms peers. $HUNT and $DHT are going to have the highest average over the next few quarters. https://t.co/sci52GQMIM",calvinfroedge
2020-09-06 14:22:38+00:00,1302613180246491137,"$ADS enters an Uptrend because Momentum Indicator exceeded the 0 level on September 2, 2020. View odds for this and other indicators: https://t.co/HsXGZCsgV8 #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/QCZsxPIBBg",Tickeron
2020-09-06 13:51:54+00:00,1302605447636156417,"$CUBS $ARE $BIG
$MMM! $ADS $ARE $FOR $A $FIG
$HI!",stockbard
2020-09-06 12:01:10+00:00,1302577579866587141,Marshall Wace LLP Makes New $5.83 Million Investment in Alliance Data Systems Co. $ADS  https://t.co/NOScolRArH #investingnews,intercooleronli
2020-09-06 07:48:25+00:00,1302513973842063361,"$ALL $DATA
$IT $EARN $ONE $RATE $FOR $ADS
$SAM",stockbard
2020-09-06 07:18:05+00:00,1302506338652692480,"$HE $MET $LEE $AT $ADS
$I $YELP $FOR $A $FUR
$IM $MR $LEO $AT $SEAS",stockbard
2020-09-05 21:08:18+00:00,1302352882428186627,About time investores open their eyes for #eco tankers with #scrubbers 💪 I wounder if people stil like Hannisdahl’s top pick in tanker market $ads? https://t.co/rRR6inNQhE,BullOnTank1
2020-09-05 19:48:15+00:00,1302332739534848000,"$IT $ACE $OUT $ADS
$FOR $A $BIN
$ALL $MEN",stockbard
2020-09-05 18:31:48+00:00,1302313497494278146,"$ADS enters an Uptrend because Momentum Indicator exceeded the 0 level on September 2, 2020. View odds for this and other indicators: https://t.co/gS8ByCksgx #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/idvCLDfA2Y",Tickeron
2020-09-05 13:48:54+00:00,1302242304045076480,"«Chinese imports from the U.S. picked up in recent months»

Will it be enough to get tanker rates higher again? 

New report out from @PotenPartners 

#oott #FinansTwitter $oet $fro $tnp $tnk $insw $hunt $eurn $dht $nat $ads https://t.co/GuIufJ173O",BullOnTank1
2020-09-05 11:18:08+00:00,1302204364401016834,"$HUBS $ARE $MR $RAD
$MMM! $I $HUM $MR $FIT
$ADS $ARE $OUT $A $MAN",stockbard
2020-09-05 08:48:00+00:00,1302166579937935360,"$EAT $A $PAR $AT $A $DOOR
$OUT $DATA
$I $STAY $A $BID $FOR $ADS",stockbard
2020-09-05 06:32:53+00:00,1302132576283504640,"Sanctions on Turkey? How will that effect #tankers? 

New report out:
https://t.co/tNcDrU5qGI

#oott #FinansTwitter #imo2030 $dht $fro $eurn $nat $oet $hunt $ads $tnk $insw",BullOnTank1
2020-09-05 02:48:03+00:00,1302075994250055680,"$ATE $AT $HUBS
$YUM!
$I $AM $OUT $ADS",stockbard
2020-09-05 00:18:06+00:00,1302038259455995909,"$AT $ADS
$I $AM $MR $KIM
$HE $ATE $TEN",stockbard
2020-09-04 23:30:23+00:00,1302026253583765521,$ADS  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 1975,mediasentiment
2020-09-04 23:28:31+00:00,1302025783779700736,Alliance Data Systems $ADS Shares Up 6.2% https://t.co/oKNjNMRm82 #markets,CFinancialNews
2020-09-04 23:28:31+00:00,1302025781686734849,Alliance Data Systems $ADS Shares Up 6.2% https://t.co/h32QNi1psg #stocks,AmericanBanking
2020-09-04 23:18:09+00:00,1302023173429497856,"$DATA $ARE $FOR $HUBS
$I $AM $FOR $ADS
$CRY $A $COP",stockbard
2020-09-04 21:38:46+00:00,1301998164052934663,Scan results - MACD Bullish Signal Line Cross today: $GMRE $UNM $TSE $MLM $LNC $CE $AFL $AKR $ED $CXO $ADS $SERV $ON $KTB $WAB $COHN $BHF $CPRI $MSGN $CMA ... https://t.co/pXIEeQ05IN,SwingTradeBot
2020-09-04 20:04:54+00:00,1301974541095194625,Today #StockMarket Top Gainer $FFG $GRVY $PLDGP $TRKX $DOMO $BIGC $MUTE $CVAC $WEBS $AGESY $DPST $LNC $COO $ADS $GRPN $BHF $TMV $COF $GEAGY $NAV #stocks #stock #stockstowatch #StocksToTrade #stocktrading #investing #Investment #invest #investor #investors https://t.co/B7BWRcVOEf https://t.co/bEDkfBqtFE,TickwatcherMF
2020-09-04 18:54:09+00:00,1301956734764843010,Rose Above Previous Day's High today: $OEC $CALB $ADS $COFS $CPAAU $DBB $APLE $ECCX ... https://t.co/TBYRpvrFqi,SwingTradeBot
2020-09-04 18:10:02+00:00,1301945631062323207,"Alliance Data Systems, $ADS, is up 5.1% - https://t.co/NOtpEmCpEU",InvestingStockz
2020-09-04 17:48:13+00:00,1301940141712441346,"$MMM! $IM $OUT $CUBS
$MS $MAC
$BWA! $I $AM $OUT $ADS",stockbard
2020-09-04 17:40:27+00:00,1301938189742084097,Where is money flowing today?  #StockMarket $BBVA $UNM $VERX $COO $IMAB $LNC $ALLY $NAV $COTY $PK $SAN $COF $CVAC $DB $ADS $AER $BHF $BIGC $ATH $ARD $SEB $DAR $TTC $ZNH $SPG $SSL $ZNH $GKOS $NGVT $GFL $WDS $DISCA $NWG $HST $UGP $AVGO $DNB $FLS $CORT $CCL https://t.co/ee3lYs58WF https://t.co/IXefyEgMom,HedgeFundTips
2020-09-04 16:49:35+00:00,1301925385936928768,$ADS's in Downtrend: Moving Average Convergence Divergence (MACD) Histogram crosses below signal line. View odds for this and other indicators: https://t.co/AQM22jISyN #AllianceDataSystem #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/kpOLRlPO6r,Tickeron
2020-09-04 16:18:30+00:00,1301917564407361536,"$MMM! $HE $STAY $OUT $ADS
$AT $A $KEY
$BWA!",stockbard
2020-09-04 15:15:44+00:00,1301901766703841293,"Kicking it off is an update on some of our research in progress: $COHR, $ADS, $TDC, $HBI, $AGR, $REZI, $CONE, $CNP, $COTY, $WAT &amp; $SPCE.

Full Library: https://t.co/1wSIFZBdi5 https://t.co/5AgXb0vl87",ParagonIntelNYC
2020-09-04 14:48:36+00:00,1301894940285456389,"$MMM! $I $AM $MY $INN
$BWA! $ADS $ARE $ONE $EXAM
$FLO",stockbard
2020-09-04 14:15:56+00:00,1301886719302742016,20 DMA Support today: $BPOP $CMP $VALE $IAC $IPAY $AJRD $STNE $PDP $PINS $MET $PPBI $CB $ASPU $ONEM $ABCB $WORK $HUYA $BLOK $ADS $EDZ ... https://t.co/deOpbNqdR6,SwingTradeBot
2020-09-04 13:52:22+00:00,1301880789055963136,Ajo LP Invests $1.79 Million in Alliance Data Systems Co. $ADS  https://t.co/ciWQhQYapP #investingnews,intercooleronli
2020-09-04 13:48:26+00:00,1301879800529924099,"$AT $ADS
$TAP $OUT $A $TV
$DANG! $CUBS $ARE $AT $A $FOE",stockbard
2020-09-04 10:18:06+00:00,1301826865007648769,"$DANG! $I $MET $AT $A $KING
$ADS $ARE $HD
$TEN $DATA $AGO",stockbard
2020-09-03 22:47:57+00:00,1301653183039713281,"$TWO $ADS $AGO
$BAM!
$I $AM $TOO $HD",stockbard
2020-09-03 19:22:11+00:00,1301601403287359488,@phoenixvalue $ADS,MackinacCap
