rp_entity_id,category,relevance,ess,rpna_date_utc
CE1002,conference-participant,100,50,2/25/2019
CE4E6D,executive-appointment,100,54,2/25/2019
CFF15D,product-release,100,64,2/25/2019
CFF15D,partnership,100,61,2/25/2019
CFF15D,partnership,100,61,2/25/2019
CFF97C,credit-rating-outlook-positive-rater,20,50,2/25/2019
D07B07,conference-participant,100,50,2/25/2019
D15833,conference-call,100,50,2/25/2019
D3FA2C,conference-call,100,50,2/25/2019
D4AC65,product-release,100,64,2/25/2019
D63B0F,conference-participant,100,50,2/25/2019
D70365,earnings,100,50,2/25/2019
D854F3,conference-participant,100,50,2/25/2019
DBB28E,product-release,100,64,2/25/2019
DBFB51,earnings,100,50,2/25/2019
DDEA6A,earnings,100,50,2/25/2019
DE20DF,dividend,100,50,2/25/2019
E114F4,executive-appointment,100,54,2/25/2019
E11C41,earnings,100,50,2/25/2019
E124EB,unit-acquisition-acquirer,100,49,2/25/2019
E124EB,unit-acquisition-acquirer,100,49,2/25/2019
E124EB,unit-acquisition-acquirer,100,49,2/25/2019
E124EB,unit-acquisition-acquirer,100,49,2/25/2019
E124EB,public-offering,100,43,2/25/2019
E2F130,conference-participant,100,50,2/25/2019
E67C2C,earnings,100,50,2/25/2019
E829E8,acquisition-completed-acquiree,100,76,2/25/2019
E93A40,earnings,100,50,2/25/2019
EB61C4,executive-appointment,100,54,2/25/2019
ED2A5E,conference-participant,100,50,2/25/2019
EE1E44,dividend,100,50,2/25/2019
EE967B,executive-appointment,100,54,2/25/2019
EF5BED,executive-resignation,100,44,2/25/2019
EF5BED,executive-resignation,100,44,2/25/2019
F02170,conference-participant,100,50,2/25/2019
F44EA2,earnings,100,50,2/25/2019
F47871,executive-appointment,100,54,2/25/2019
F48947,earnings,100,50,2/25/2019
F51DB0,public-offering,100,43,2/25/2019
F5D059,note-sale,100,52,2/25/2019
F7935D,conference-call,100,50,2/25/2019
F80389,facility-sale,100,52,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
F80389,earnings,100,50,2/25/2019
FA40E2,legal-issues-defendant,100,22,2/25/2019
FD554E,conference-call,100,50,2/25/2019
FEC475,business-contract,100,69,2/25/2019
FFAB4A,earnings,100,50,2/25/2019
00067A,partnership,100,61,2/26/2019
00698D,earnings,100,50,2/26/2019
00E601,conference-participant,100,50,2/26/2019
02FC1A,regulatory-product-approval-granted,100,81,2/26/2019
0358AF,board-meeting,100,51,2/26/2019
03FAA6,partnership,100,61,2/26/2019
48590,legal-issues-defendant,100,22,2/26/2019
053EFF,earnings,100,50,2/26/2019
07C907,dividend-up,100,81,2/26/2019
07CA6A,note-sale,100,52,2/26/2019
07CA6A,note-sale,100,52,2/26/2019
09062E,earnings,100,50,2/26/2019
0919B1,dividend,100,50,2/26/2019
0968A5,earnings,100,50,2/26/2019
0986B5,dividend,100,50,2/26/2019
98977,legal-issues-defendant,100,22,2/26/2019
98977,legal-issues-defendant,100,22,2/26/2019
099A92,conference-participant,100,50,2/26/2019
099C88,earnings,100,50,2/26/2019
0A9D0A,legal-issues-defendant,100,22,2/26/2019
0B400D,earnings,100,50,2/26/2019
0B400D,earnings,100,50,2/26/2019
0B400D,earnings,100,50,2/26/2019
0B9E6F,buybacks,100,74,2/26/2019
0BD4E8,award,100,58,2/26/2019
0C136E,dividend,100,50,2/26/2019
0CCCB7,dividend,100,50,2/26/2019
0CCCB7,earnings,100,50,2/26/2019
0CE7F6,partnership,100,61,2/26/2019
0F0440,award,100,58,2/26/2019
0FABBD,earnings,100,50,2/26/2019
0FC848,earnings,100,50,2/26/2019
1080C0,earnings,100,50,2/26/2019
108A2B,operating-earnings,100,50,2/26/2019
1220D2,earnings,100,50,2/26/2019
12A3A3,earnings-guidance,100,50,2/26/2019
1348C9,award,100,58,2/26/2019
147098,dividend,100,50,2/26/2019
147098,earnings,100,50,2/26/2019
14833D,conference-participant,100,50,2/26/2019
14BA33,earnings,100,50,2/26/2019
168A5D,campaign-ad-release,100,59,2/26/2019
17EDA5,partnership,100,61,2/26/2019
17EDA5,product-release,100,64,2/26/2019
1880C5,clinical-trials,100,56,2/26/2019
1A5957,legal-issues-defendant,100,22,2/26/2019
1CB9D3,conference-call,100,50,2/26/2019
1CD4B5,clinical-trials-positive,100,87,2/26/2019
1CF3A8,conference-participant,100,50,2/26/2019
202E5A,earnings,100,50,2/26/2019
2571FA,earnings,100,50,2/26/2019
25A6CC,earnings,100,50,2/26/2019
25A6CC,earnings,100,50,2/26/2019
25A6CC,earnings,100,50,2/26/2019
25A6CC,earnings,100,50,2/26/2019
25DD05,conference-participant,100,50,2/26/2019
26008A,earnings-up,100,68,2/26/2019
26008A,earnings-up,100,68,2/26/2019
26008A,earnings-up,100,68,2/26/2019
270B78,dividend,100,50,2/26/2019
2B0AF4,executive-appointment,100,54,2/26/2019
2C3348,earnings,100,50,2/26/2019
2CB4C9,award,100,58,2/26/2019
2F98A5,earnings,100,50,2/26/2019
30AB63,executive-appointment,100,54,2/26/2019
315EB0,public-offering,100,43,2/26/2019
31803E,public-offering,100,43,2/26/2019
32CB22,conference-participant,100,50,2/26/2019
32DCB3,patent-awarded,100,72,2/26/2019
34B97A,award,100,58,2/26/2019
36A1CB,earnings,100,50,2/26/2019
36A1CB,earnings,100,50,2/26/2019
36C09B,clinical-trials-start,100,64,2/26/2019
382EAE,executive-appointment,100,54,2/26/2019
384CD3,earnings,100,50,2/26/2019
3A3447,facility-open,100,65,2/26/2019
3A3948,earnings,100,50,2/26/2019
3A6D90,executive-appointment,100,54,2/26/2019
3B50FE,earnings,100,50,2/26/2019
3F4668,revenue-up,100,69,2/26/2019
3FACA7,earnings,100,50,2/26/2019
401072,earnings,100,50,2/26/2019
416C55,award,100,58,2/26/2019
45444E,earnings,100,50,2/26/2019
47752F,award,100,58,2/26/2019
4B6EF9,dividend,100,50,2/26/2019
4B6EF9,earnings,100,50,2/26/2019
4C350A,conference-call,100,50,2/26/2019
4DD09F,earnings-up,100,68,2/26/2019
4DD09F,earnings-up,100,68,2/26/2019
4DD09F,earnings-up,100,68,2/26/2019
4DD203,business-contract,100,69,2/26/2019
4F0A80,dividend,100,50,2/26/2019
4F783B,earnings,100,50,2/26/2019
4F783B,earnings,100,50,2/26/2019
4F783B,earnings,100,50,2/26/2019
4F783B,earnings,100,50,2/26/2019
4F783B,earnings,100,50,2/26/2019
50070E,executive-appointment,100,54,2/26/2019
50070E,partnership,100,61,2/26/2019
514067,earnings,100,50,2/26/2019
51D876,award,100,58,2/26/2019
543900,business-contract,100,69,2/26/2019
550D01,earnings,100,50,2/26/2019
55438C,executive-appointment,100,54,2/26/2019
55438C,partnership,100,61,2/26/2019
55438C,partnership,100,61,2/26/2019
567F3D,conference-participant,100,50,2/26/2019
56FB7C,earnings,100,50,2/26/2019
57EF50,conference-call,100,50,2/26/2019
58CA9A,conference-organizer,100,57,2/26/2019
58CA9A,conference-organizer,100,57,2/26/2019
58CA9A,conference-organizer,100,57,2/26/2019
596116,earnings,100,50,2/26/2019
5CCDAD,earnings,100,50,2/26/2019
5E6959,conference-participant,100,50,2/26/2019
5F3D91,legal-issues-defendant,100,22,2/26/2019
5F3D91,legal-issues-defendant,100,22,2/26/2019
5F3D91,executive-appointment,100,54,2/26/2019
60EA12,market-entry,100,57,2/26/2019
6166D1,partnership,100,61,2/26/2019
6166D1,award,100,58,2/26/2019
619882,conference-organizer,100,57,2/26/2019
619882,conference-organizer,100,57,2/26/2019
619882,investment-investor,100,55,2/26/2019
619882,conference-organizer,100,57,2/26/2019
619882,conference-organizer,100,57,2/26/2019
619882,conference-organizer,100,57,2/26/2019
61A586,earnings,100,50,2/26/2019
627186,conference-participant,100,50,2/26/2019
633054,partnership,100,61,2/26/2019
64636E,legal-issues-defendant,100,22,2/26/2019
657097,earnings,100,50,2/26/2019
66749D,award,100,58,2/26/2019
68E3E0,dividend,100,50,2/26/2019
68E3E0,earnings,100,50,2/26/2019
68E3E0,earnings,100,50,2/26/2019
68E3E0,earnings,100,50,2/26/2019
68E3E0,earnings,100,50,2/26/2019
68E3E0,earnings,100,50,2/26/2019
68E3E0,earnings,100,50,2/26/2019
69CE71,legal-issues-defendant,100,22,2/26/2019
6B6375,earnings,100,50,2/26/2019
6BD606,earnings,100,50,2/26/2019
6BD606,earnings,100,50,2/26/2019
6CD55A,dividend,100,50,2/26/2019
6CF43C,business-contract,100,69,2/26/2019
6.00E+19,earnings,100,50,2/26/2019
6.00E+19,business-contract,100,69,2/26/2019
6E8864,operating-earnings,100,50,2/26/2019
6E8864,operating-earnings,100,50,2/26/2019
6E8864,operating-earnings,100,50,2/26/2019
6EA292,earnings,100,50,2/26/2019
6F6559,award,100,58,2/26/2019
701531,earnings,100,50,2/26/2019
705636,earnings-up,100,68,2/26/2019
70FCEF,executive-appointment,100,54,2/26/2019
7262F2,earnings,100,50,2/26/2019
762A3E,conference-organizer,100,57,2/26/2019
766047,award,100,58,2/26/2019
78F9ED,legal-issues-defendant,100,22,2/26/2019
78F9ED,legal-issues-defendant,100,22,2/26/2019
790C34,award,100,58,2/26/2019
791D59,conference-participant,100,50,2/26/2019
7ADE57,conference-call,100,50,2/26/2019
7C4168,conference-participant,100,50,2/26/2019
7E0EB0,earnings,100,50,2/26/2019
7E0EB0,buybacks,100,74,2/26/2019
803FED,earnings,100,50,2/26/2019
805CD8,earnings,100,50,2/26/2019
817ED9,buybacks,100,74,2/26/2019
81EAD4,conference-participant,100,50,2/26/2019
82F088,earnings,100,50,2/26/2019
82F088,partnership,100,61,2/26/2019
8377DB,award,100,58,2/26/2019
8377DB,dividend,100,50,2/26/2019
83A065,public-offering,100,43,2/26/2019
85DE00,business-contract,100,69,2/26/2019
8665BA,dividend-up,100,81,2/26/2019
8AB37F,revenue-up,100,84,2/26/2019
8AB37F,earnings,100,50,2/26/2019
8C6C1B,facility-open,100,65,2/26/2019
8D4486,award,100,58,2/26/2019
8D4486,executive-appointment,100,54,2/26/2019
8E0E32,award,100,58,2/26/2019
8E4F9A,earnings,100,50,2/26/2019
8E82A6,dividend-up,100,81,2/26/2019
8EF425,note-sale,100,52,2/26/2019
903AB4,dividend,100,50,2/26/2019
911AB8,merger-regulatory-approval,100,81,2/26/2019
911AB8,merger-regulatory-approval,100,81,2/26/2019
911AB8,merger-regulatory-approval,100,81,2/26/2019
911AB8,merger-regulatory-approval,100,81,2/26/2019
9196A2,conference-organizer,100,57,2/26/2019
9.31E+77,earnings-up,100,68,2/26/2019
9470CC,earnings,100,50,2/26/2019
9470CC,public-offering,100,43,2/26/2019
9.65E+09,earnings,100,50,2/26/2019
967D92,earnings,100,50,2/26/2019
96A6CD,earnings,100,50,2/26/2019
97AF94,earnings,100,50,2/26/2019
9.86E+03,note-sale,100,52,2/26/2019
99ACAD,dividend,100,50,2/26/2019
99ACAD,earnings,100,50,2/26/2019
9A02C4,buybacks,100,74,2/26/2019
9AF3DC,award,100,58,2/26/2019
9CA432,earnings,100,50,2/26/2019
9E575E,earnings,100,50,2/26/2019
9E98F2,product-release,100,64,2/26/2019
9EBAFA,earnings,100,50,2/26/2019
9EF4CF,product-release,100,64,2/26/2019
A072C4,earnings,100,50,2/26/2019
A1E3B3,earnings,100,50,2/26/2019
A350C1,public-offering,100,43,2/26/2019
A38F30,earnings,100,50,2/26/2019
A43906,earnings,100,50,2/26/2019
A48593,executive-appointment,100,54,2/26/2019
A52B6B,earnings,100,50,2/26/2019
A5DD24,earnings,100,50,2/26/2019
A5E715,dividend-up,100,55,2/26/2019
A60354,dividend,100,50,2/26/2019
A7102F,award,100,58,2/26/2019
A753BB,dividend-guidance-up,100,83,2/26/2019
A790A5,dividend,100,50,2/26/2019
AADE0B,award,100,58,2/26/2019
AC3584,earnings,100,50,2/26/2019
ACDF88,earnings,100,50,2/26/2019
ACDF88,earnings,100,50,2/26/2019
ACF0B4,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
ADF092,earnings,100,50,2/26/2019
AE79CD,earnings,100,50,2/26/2019
AEBB80,earnings,100,50,2/26/2019
AECCA9,dividend,100,50,2/26/2019
AFEC35,earnings,100,50,2/26/2019
B2206F,product-release,100,64,2/26/2019
B290A2,earnings,100,50,2/26/2019
B3CB74,conference-organizer,100,57,2/26/2019
B3CB74,conference-organizer,100,57,2/26/2019
B3CB74,conference-organizer,100,57,2/26/2019
B3CB74,conference-organizer,100,57,2/26/2019
B3CB74,conference-organizer,100,57,2/26/2019
B3CB74,conference-organizer,100,57,2/26/2019
B3CB74,conference-organizer,100,57,2/26/2019
B5BA39,earnings,100,50,2/26/2019
B5BA39,earnings,100,50,2/26/2019
B5BA39,earnings,100,50,2/26/2019
B5BA39,earnings,100,50,2/26/2019
B5BA39,earnings,100,50,2/26/2019
B5BA39,earnings,100,50,2/26/2019
B5BA39,earnings,100,50,2/26/2019
B5BA39,award,100,58,2/26/2019
B5DE80,conference-participant,100,50,2/26/2019
B642E8,earnings-up,100,68,2/26/2019
B642E8,earnings-up,100,68,2/26/2019
B642E8,earnings-up,100,68,2/26/2019
B642E8,earnings-up,100,68,2/26/2019
B642E8,earnings-up,100,68,2/26/2019
B642E8,earnings-up,100,68,2/26/2019
B83D67,private-placement,100,56,2/26/2019
B85DCE,buybacks,100,74,2/26/2019
B9764A,award,100,58,2/26/2019
BB58FF,conference-participant,100,50,2/26/2019
BCC13E,earnings,100,50,2/26/2019
BD8517,award,100,58,2/26/2019
C07E05,earnings,100,50,2/26/2019
C356AC,legal-issues-defendant,100,22,2/26/2019
C3DE7D,partnership,100,61,2/26/2019
C3DE7D,executive-appointment,100,54,2/26/2019
C4A241,award,100,58,2/26/2019
C4F9C6,conference-participant,100,50,2/26/2019
C5C137,earnings,100,50,2/26/2019
C5E100,conference-call,100,50,2/26/2019
C66B44,partnership,100,61,2/26/2019
C7AE14,executive-appointment,100,54,2/26/2019
C83B88,partnership,100,61,2/26/2019
C83B88,partnership,100,61,2/26/2019
C8923A,earnings-up,100,68,2/26/2019
CA14CC,earnings,100,50,2/26/2019
CBFFDD,conference-participant,100,50,2/26/2019
CBFFDD,conference-participant,100,50,2/26/2019
CC176E,earnings,100,50,2/26/2019
CD4DA8,conference-organizer,100,57,2/26/2019
CE96E7,award,100,58,2/26/2019
D0DE27,dividend,100,50,2/26/2019
D20C8F,earnings,100,50,2/26/2019
D29F43,executive-appointment,100,54,2/26/2019
D33270,product-release,100,64,2/26/2019
D4070C,award,100,58,2/26/2019
D45285,earnings,100,50,2/26/2019
D48275,conference-participant,100,50,2/26/2019
D64EDF,dividend,100,50,2/26/2019
D6853F,business-contract,100,69,2/26/2019
D697DE,earnings,100,50,2/26/2019
D75910,earnings,100,50,2/26/2019
D75910,earnings,100,50,2/26/2019
D75910,earnings,100,50,2/26/2019
D75910,earnings,100,50,2/26/2019
D78CCD,award,100,58,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
D9C07E,earnings,100,50,2/26/2019
DB9829,conference-participant,100,50,2/26/2019
DC1405,earnings,100,50,2/26/2019
DC2F77,conference-participant,100,50,2/26/2019
DD7A96,conference-participant,100,50,2/26/2019
DF6FDD,award,100,58,2/26/2019
E06265,earnings,100,50,2/26/2019
E15736,public-offering,100,43,2/26/2019
E1C16B,award,100,58,2/26/2019
E21871,conference-participant,100,50,2/26/2019
E2F130,partnership,100,61,2/26/2019
E35610,legal-issues-defendant,100,22,2/26/2019
E4CE73,award,100,58,2/26/2019
E4CE73,product-release,100,64,2/26/2019
E69BA5,earnings,100,50,2/26/2019
E754F0,earnings,100,50,2/26/2019
E866D2,conference-participant,100,50,2/26/2019
E959F3,award,100,58,2/26/2019
E96E0B,earnings,100,50,2/26/2019
EB43F4,earnings,100,50,2/26/2019
EB61C4,award,100,58,2/26/2019
ECF709,same-store-sales-up,100,53,2/26/2019
ECF709,same-store-sales-up,100,62,2/26/2019
ECF709,same-store-sales-up,100,62,2/26/2019
ED0402,earnings-up,100,90,2/26/2019
ED0402,earnings-up,100,90,2/26/2019
ED0402,earnings-up,100,90,2/26/2019
ED0402,earnings-up,100,90,2/26/2019
ED0402,earnings-up,100,90,2/26/2019
ED3CA8,conference-participant,100,50,2/26/2019
EEA734,earnings,100,50,2/26/2019
EEBCEF,earnings,100,50,2/26/2019
F0B877,earnings,100,50,2/26/2019
F1CD47,dividend,100,50,2/26/2019
F2E253,earnings,100,50,2/26/2019
F2E253,earnings,100,50,2/26/2019
F2E253,earnings,100,50,2/26/2019
F2E253,earnings,100,50,2/26/2019
F2E253,earnings,100,50,2/26/2019
F2E253,earnings,100,50,2/26/2019
F2E253,earnings,100,50,2/26/2019
F3016C,earnings,100,50,2/26/2019
F3016C,earnings,100,50,2/26/2019
F3016C,earnings,100,50,2/26/2019
F3016C,earnings,100,50,2/26/2019
F3FCC3,conference-participant,100,50,2/26/2019
F51DB0,public-offering,100,43,2/26/2019
F6FF0D,index-listing,100,76,2/26/2019
F8BA6C,legal-issues-defendant,100,22,2/26/2019
FB7724,earnings,100,50,2/26/2019
FD2565,earnings,100,50,2/26/2019
FD4588,earnings,100,50,2/26/2019
FD6926,conference-participant,100,50,2/26/2019
FDF799,conference-participant,100,50,2/26/2019
00067A,partnership,100,61,2/27/2019
00067A,conference-participant,100,50,2/27/2019
002A99,earnings,100,50,2/27/2019
00D6B5,earnings,100,50,2/27/2019
0157B1,partnership,100,61,2/27/2019
01D03F,legal-issues-defendant,100,22,2/27/2019
20751,earnings,100,50,2/27/2019
0325B7,conference-call,100,50,2/27/2019
03B431,conference-participant,100,50,2/27/2019
04EB2F,product-release,100,64,2/27/2019
68396,earnings,100,50,2/27/2019
06C826,earnings,100,50,2/27/2019
06C826,earnings,100,50,2/27/2019
070B45,product-release,100,64,2/27/2019
09062E,conference-participant,100,50,2/27/2019
095A04,earnings,100,50,2/27/2019
98977,legal-issues-defendant,100,22,2/27/2019
98977,legal-issues-defendant,100,22,2/27/2019
0A9D0A,earnings,100,50,2/27/2019
0B13E8,earnings,100,50,2/27/2019
0C6293,conference-call,100,50,2/27/2019
0C6861,earnings,100,50,2/27/2019
0DE3D5,earnings,100,50,2/27/2019
0DE3D5,earnings,100,50,2/27/2019
0DE3D5,earnings,100,50,2/27/2019
0DE3D5,earnings,100,50,2/27/2019
0DE3D5,earnings,100,50,2/27/2019
0E439E,dividend-up,100,81,2/27/2019
1220D2,conference-participant,100,50,2/27/2019
1279ED,earnings,100,50,2/27/2019
14391F,earnings,100,50,2/27/2019
165B86,earnings-up,100,68,2/27/2019
165B86,earnings,100,50,2/27/2019
165B86,earnings,100,50,2/27/2019
165B86,earnings,100,50,2/27/2019
165B86,earnings,100,50,2/27/2019
16B183,earnings,100,50,2/27/2019
184988,earnings,100,50,2/27/2019
188394,dividend,100,50,2/27/2019
19CAC7,executive-appointment,100,54,2/27/2019
1A3E1B,conference-participant,100,50,2/27/2019
1AF7E2,executive-appointment,100,54,2/27/2019
1C599A,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1DEBBE,earnings,100,50,2/27/2019
1E04A5,earnings,100,50,2/27/2019
1E04A5,earnings,100,50,2/27/2019
1E04A5,earnings,100,50,2/27/2019
1E04A5,earnings,100,50,2/27/2019
1E4FB9,unit-acquisition-acquiree,100,76,2/27/2019
1E5786,conference-participant,100,50,2/27/2019
1F08A6,conference-participant,100,50,2/27/2019
21022F,earnings,100,50,2/27/2019
2158DF,earnings,100,50,2/27/2019
2158DF,earnings,100,50,2/27/2019
2158DF,earnings,100,50,2/27/2019
2158DF,earnings,100,50,2/27/2019
2158DF,earnings,100,50,2/27/2019
2262BD,executive-appointment,100,54,2/27/2019
227D48,earnings,100,50,2/27/2019
228D42,partnership,100,61,2/27/2019
228D42,partnership,100,61,2/27/2019
270B78,earnings,100,50,2/27/2019
2BBE62,earnings,100,50,2/27/2019
2BBE62,earnings,100,50,2/27/2019
2BBE62,earnings,100,50,2/27/2019
2C3348,earnings,100,50,2/27/2019
2C35B5,executive-appointment,100,54,2/27/2019
2D981A,earnings,100,50,2/27/2019
2DC88B,conference-participant,100,50,2/27/2019
2F7A7E,earnings,100,50,2/27/2019
301493,facility-open,100,65,2/27/2019
315EB0,credit-rating-upgrade,100,77,2/27/2019
31803E,public-offering,100,43,2/27/2019
3.20E+263,earnings,100,50,2/27/2019
32F943,acquisition-acquiree,100,76,2/27/2019
32F943,earnings,100,50,2/27/2019
34A959,revenues,100,50,2/27/2019
366C3B,partnership,100,61,2/27/2019
372037,dividend-up,100,81,2/27/2019
372037,earnings,100,50,2/27/2019
389CFB,product-release,100,64,2/27/2019
396D7C,earnings,100,50,2/27/2019
3A3447,facility-open,100,65,2/27/2019
3DCECC,conference-organizer,100,57,2/27/2019
40B903,earnings,100,50,2/27/2019
416C55,note-sale,100,52,2/27/2019
41C36B,earnings,100,50,2/27/2019
422CE3,executive-appointment,100,54,2/27/2019
422CE3,dividend,100,50,2/27/2019
425BDC,earnings,100,50,2/27/2019
431B74,dividend,100,50,2/27/2019
431B74,dividend,100,50,2/27/2019
448215,earnings,100,50,2/27/2019
45444E,earnings,100,50,2/27/2019
4649D5,earnings,100,50,2/27/2019
467F2C,conference-participant,100,50,2/27/2019
468DD4,earnings,100,50,2/27/2019
48F795,note-sale,100,52,2/27/2019
4.91E+58,award,100,58,2/27/2019
49BBBC,legal-issues-defendant,100,22,2/27/2019
4AC91D,earnings,100,50,2/27/2019
4AC91D,earnings,100,50,2/27/2019
4AC91D,earnings,100,50,2/27/2019
4AC91D,earnings,100,50,2/27/2019
4AC91D,earnings,100,50,2/27/2019
4AC91D,earnings,100,50,2/27/2019
4AC91D,earnings,100,50,2/27/2019
4F9926,product-release,100,64,2/27/2019
514067,legal-issues-defendant,100,22,2/27/2019
5340D0,public-offering,100,43,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
543900,earnings,100,50,2/27/2019
5487B1,conference-participant,100,50,2/27/2019
55438C,business-contract,100,69,2/27/2019
55C289,dividend,100,50,2/27/2019
564F3E,dividend,100,50,2/27/2019
589846,conference-call,100,50,2/27/2019
58CA9A,conference-organizer,100,57,2/27/2019
58CA9A,conference-organizer,100,57,2/27/2019
58CA9A,conference-organizer,100,57,2/27/2019
58CA9A,conference-organizer,100,57,2/27/2019
594402,earnings,100,50,2/27/2019
5A0FF1,earnings,100,50,2/27/2019
5AAE17,conference-call,100,50,2/27/2019
5BC2F4,executive-appointment,100,54,2/27/2019
5D1329,earnings,100,50,2/27/2019
5D41E4,conference-call,100,50,2/27/2019
5E6959,conference-participant,100,50,2/27/2019
5E7E82,earnings-above-expectations,100,88,2/27/2019
5F2FF7,conference-participant,100,50,2/27/2019
5F3D91,legal-issues-defendant,100,22,2/27/2019
5F3D91,legal-issues-defendant,100,22,2/27/2019
5F3D91,legal-issues-defendant,100,22,2/27/2019
619882,conference-organizer,100,57,2/27/2019
619882,conference-organizer,100,57,2/27/2019
619882,conference-organizer,100,57,2/27/2019
619882,conference-organizer,100,57,2/27/2019
619882,conference-organizer,100,57,2/27/2019
619882,conference-organizer,100,57,2/27/2019
619882,conference-organizer,100,57,2/27/2019
61B81B,conference-participant,100,50,2/27/2019
6284B5,conference-participant,100,50,2/27/2019
649CBD,clinical-trials,100,56,2/27/2019
665618,conference-participant,100,50,2/27/2019
66CB62,earnings,100,50,2/27/2019
6844D2,partnership,100,61,2/27/2019
6BDA0C,earnings,100,50,2/27/2019
6D3F35,legal-issues-defendant,100,22,2/27/2019
6E705B,conference-participant,100,50,2/27/2019
6F30F9,earnings,100,50,2/27/2019
704B78,earnings,100,50,2/27/2019
713810,partnership,100,61,2/27/2019
723548,earnings,100,50,2/27/2019
72609A,earnings,100,50,2/27/2019
728737,public-offering,100,43,2/27/2019
72CB93,award,100,58,2/27/2019
7448A3,earnings,100,50,2/27/2019
7.45E+28,conference-participant,100,50,2/27/2019
746373,earnings,100,50,2/27/2019
746373,dividend-up,100,64,2/27/2019
756BB4,executive-appointment,100,54,2/27/2019
762A3E,conference-organizer,100,57,2/27/2019
762A3E,conference-organizer,100,57,2/27/2019
76BECC,earnings,100,50,2/27/2019
76E80F,revenues,100,50,2/27/2019
76E80F,revenues,100,50,2/27/2019
76E80F,revenues,100,50,2/27/2019
76E80F,revenues,100,50,2/27/2019
790C34,executive-appointment,100,54,2/27/2019
7A3633,earnings,100,50,2/27/2019
7C4F43,clinical-trials,100,56,2/27/2019
7CD98F,dividend-up,100,81,2/27/2019
7DA412,earnings,100,50,2/27/2019
7DD8CC,earnings,100,50,2/27/2019
7F3665,earnings,100,50,2/27/2019
83598E,acquisition-acquiree,100,76,2/27/2019
83598E,business-contract,100,69,2/27/2019
83A065,public-offering,100,43,2/27/2019
83E0AC,earnings,100,50,2/27/2019
855DF7,earnings,100,50,2/27/2019
86A1B9,dividend,100,50,2/27/2019
86F123,business-contract,100,69,2/27/2019
877734,conference-call,100,50,2/27/2019
8.79E+06,earnings,100,50,2/27/2019
880C0C,earnings,100,50,2/27/2019
893904,executive-appointment,100,54,2/27/2019
896771,earnings,100,50,2/27/2019
8A0368,earnings,100,50,2/27/2019
8B1E11,earnings,100,50,2/27/2019
8C6C1B,facility-open,100,65,2/27/2019
8D4486,executive-appointment,100,54,2/27/2019
8EDACA,earnings,100,50,2/27/2019
8FCA78,executive-appointment,100,54,2/27/2019
8FCA78,note-sale,100,52,2/27/2019
9087B9,earnings,100,50,2/27/2019
92005C,earnings,100,50,2/27/2019
925759,earnings-guidance,100,50,2/27/2019
925759,earnings-guidance,100,50,2/27/2019
925759,earnings-guidance,100,50,2/27/2019
98CEBB,earnings,100,50,2/27/2019
98CEBB,earnings,100,50,2/27/2019
990AD0,conference-organizer,100,57,2/27/2019
9B730A,earnings,100,50,2/27/2019
9CA619,conference-call,100,50,2/27/2019
9D4EC7,dividend,100,50,2/27/2019
9DDE1B,dividend,100,50,2/27/2019
9E98F2,partnership,100,61,2/27/2019
A15C71,earnings,100,50,2/27/2019
A29A46,earnings,100,50,2/27/2019
A398F8,earnings-positive,100,69,2/27/2019
A5DD24,conference-participant,100,50,2/27/2019
A7102F,conference-participant,100,50,2/27/2019
